key_resp.keys,key_resp.rt,key_resp_8.keys,key_resp_8.rt,key_resp_9.keys,key_resp_9.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,volstandard,voldeviant,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.rt,key_resp_4.keys,key_resp_4.rt,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_5.ran,RegStandardPitch,RegDeviantPitch,key_resp_5.keys,key_resp_5.rt,RegAudSequence,diff-reg,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,key_resp_7.keys,key_resp_7.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,standard,devient,key_resp_6.keys,key_resp_6.rt,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_4.ran,key_resp_10.keys,key_resp_10.rt
space,0.748,space,0.977,space,0.582,0,0,0,0,1,RegPatterns/01-ms_2_2_4_1_3_unit230.mp3,RegPatterns/01d-ms_2_2_4_3_1_unit230.mp3,train53_audtrain1,2024-01-29_22h12.29.014,AudTraining1,2021.2.3,MacIntel,66.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,train53_audtrain1,2024-01-29_22h12.29.014,AudTraining1,2021.2.3,MacIntel,66.66666667,space,1.42,g,0.604,0,0,0,0,1,RegPatterns/Noise.mp3,RegPatterns/Noise.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,train53_audtrain1,2024-01-29_22h12.29.014,AudTraining1,2021.2.3,MacIntel,66.66666667,,,,,,,,,,,,space,0.81,RegPatterns/13-ms_2_1_1_2_2_4_unit230.mp3,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,train53_audtrain1,2024-01-29_22h12.29.014,AudTraining1,2021.2.3,MacIntel,66.66666667,,,,,,,,,,,,,,RegPatterns/13-ms_2_1_1_2_2_4_unit230.mp3,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,train53_audtrain1,2024-01-29_22h12.29.014,AudTraining1,2021.2.3,MacIntel,66.66666667,,,,,,,,,,,,,,RegPatterns/13d-ms_1_1_2_2_2_4_unit230.mp3,3,2,0,2,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,train53_audtrain1,2024-01-29_22h12.29.014,AudTraining1,2021.2.3,MacIntel,66.66666667,,,,,,,,,,,,,,,,,,,,,3,1.353,0,0,0,4,1,RegPatterns/13-ms_2_1_1_2_2_4_unit230.mp3,RegPatterns/13d-ms_1_1_2_2_2_4_unit230.mp3,,,,,,,,,
,,,,,,,,,,,,,train53_audtrain1,2024-01-29_22h12.29.014,AudTraining1,2021.2.3,MacIntel,66.66666667,,,,,,,,,,,,,,RegPatterns/11-ms_2_2_3_1_1_3_unit250.mp3,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,train53_audtrain1,2024-01-29_22h12.29.014,AudTraining1,2021.2.3,MacIntel,66.66666667,,,,,,,,,,,,,,RegPatterns/11d-ms_2_2_3_1_3_1_unit250.mp3,2,1,0,1,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,train53_audtrain1,2024-01-29_22h12.29.014,AudTraining1,2021.2.3,MacIntel,66.66666667,,,,,,,,,,,,,,RegPatterns/11-ms_2_2_3_1_1_3_unit250.mp3,0,2,0,2,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,train53_audtrain1,2024-01-29_22h12.29.014,AudTraining1,2021.2.3,MacIntel,66.66666667,,,,,,,,,,,,,,,,,,,,,1,1.868,0,1,1,3,1,RegPatterns/11-ms_2_2_3_1_1_3_unit250.mp3,RegPatterns/11d-ms_2_2_3_1_3_1_unit250.mp3,,,,,,,,,
