key_resp.keys,key_resp.rt,key_resp_8.keys,key_resp_8.rt,key_resp_9.keys,key_resp_9.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,volstandard,voldeviant,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.rt,key_resp_4.keys,key_resp_4.rt,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_5.ran,RegStandardPitch,RegDeviantPitch,key_resp_5.keys,key_resp_5.rt,RegAudSequence,diff-reg,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,key_resp_7.keys,key_resp_7.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,standard,devient,key_resp_6.keys,key_resp_6.rt,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_4.ran,key_resp_10.keys,key_resp_10.rt
space,3.1406,space,1.1335,space,3.2211,0,0,0,0,1,RegPatterns/01-ms_2_2_4_1_3_unit230.mp3,RegPatterns/01d-ms_2_2_4_3_1_unit230.mp3,train23_audtrian1,2023-11-19_17h25.14.557,AudTraining1,2021.2.3,Win32,60.03121623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,train23_audtrian1,2023-11-19_17h25.14.557,AudTraining1,2021.2.3,Win32,60.03121623,space,5.5033,g,1.0665,0,0,0,0,1,RegPatterns/Noise.mp3,RegPatterns/Noise.mp3,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,train23_audtrian1,2023-11-19_17h25.14.557,AudTraining1,2021.2.3,Win32,60.03121623,,,,,,,,,,,,space,0.9788,RegPatterns/23d-ms_4_1_1_1_1_1_3_unit250.mp3,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,train23_audtrian1,2023-11-19_17h25.14.557,AudTraining1,2021.2.3,Win32,60.03121623,,,,,,,,,,,,,,RegPatterns/23-ms_4_1_1_1_1_3_1_unit250.mp3,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,train23_audtrian1,2023-11-19_17h25.14.557,AudTraining1,2021.2.3,Win32,60.03121623,,,,,,,,,,,,,,RegPatterns/23-ms_4_1_1_1_1_3_1_unit250.mp3,0,2,0,2,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,train23_audtrian1,2023-11-19_17h25.14.557,AudTraining1,2021.2.3,Win32,60.03121623,,,,,,,,,,,,,,,,,,,,,1,1.0507,0,0,0,8,1,RegPatterns/23-ms_4_1_1_1_1_3_1_unit250.mp3,RegPatterns/23d-ms_4_1_1_1_1_1_3_unit250.mp3,,,,,,,,,
,,,,,,,,,,,,,train23_audtrian1,2023-11-19_17h25.14.557,AudTraining1,2021.2.3,Win32,60.03121623,,,,,,,,,,,,,,RegPatterns/17-ms_4_1_1_2_3_1_unit250.mp3,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,train23_audtrian1,2023-11-19_17h25.14.557,AudTraining1,2021.2.3,Win32,60.03121623,,,,,,,,,,,,,,RegPatterns/17d-ms_4_1_1_2_1_3_unit250.mp3,2,1,0,1,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,train23_audtrian1,2023-11-19_17h25.14.557,AudTraining1,2021.2.3,Win32,60.03121623,,,,,,,,,,,,,,RegPatterns/17-ms_4_1_1_2_3_1_unit250.mp3,0,2,0,2,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,train23_audtrian1,2023-11-19_17h25.14.557,AudTraining1,2021.2.3,Win32,60.03121623,,,,,,,,,,,,,,,,,,,,,2,0.3915,0,1,1,6,1,RegPatterns/17-ms_4_1_1_2_3_1_unit250.mp3,RegPatterns/17d-ms_4_1_1_2_1_3_unit250.mp3,,,,,,,,,
,,,,,,,,,,,,,train23_audtrian1,2023-11-19_17h25.14.557,AudTraining1,2021.2.3,Win32,60.03121623,,,,,,,,,,,,,,RegPatterns/04d-ms_4_3_1_3_1_unit230.mp3,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,train23_audtrian1,2023-11-19_17h25.14.557,AudTraining1,2021.2.3,Win32,60.03121623,,,,,,,,,,,,,,RegPatterns/04-ms_4_1_3_3_1_unit230.mp3,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,train23_audtrian1,2023-11-19_17h25.14.557,AudTraining1,2021.2.3,Win32,60.03121623,,,,,,,,,,,,,,RegPatterns/04-ms_4_1_3_3_1_unit230.mp3,0,2,0,2,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,train23_audtrian1,2023-11-19_17h25.14.557,AudTraining1,2021.2.3,Win32,60.03121623,,,,,,,,,,,,,,,,,,,,,1,0.3174,0,2,2,0,1,RegPatterns/04-ms_4_1_3_3_1_unit230.mp3,RegPatterns/04d-ms_4_3_1_3_1_unit230.mp3,,,,,,,,,
,,,,,,,,,,,,,train23_audtrian1,2023-11-19_17h25.14.557,AudTraining1,2021.2.3,Win32,60.03121623,,,,,,,,,,,,,,RegPatterns/15d-ms_2_2_1_3_1_3_unit270.mp3,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,
